Name,Price
Ford Figo Diesel Titanium,12.45378604890848
Maruti SX4 VDI,11.183663668396566
Hyundai Creta 1.6 SX Option,8.679974575870556
Jeep Compass 2.0 Limited 4X4,3.6257958453881987
Maruti Swift Dzire VDI,10.445055327216483
Audi A6 2011-2015 2.0 TDI,4.04015088343895
BMW 5 Series 520d Luxury Line,12.19046858239582
Maruti Wagon R LX DUO BSIII,5.682805594129644
Toyota Fortuner 4x2 4 Speed AT,4.10371164726416
Honda CR-V 2.0 AT,3.40404042471137
Mercedes-Benz GLA Class 200 CDI SPORT,11.162708373874697
Honda Jazz 1.2 V i VTEC,3.41581383155265
Volkswagen Vento 1.5 TDI Highline,7.5579470311318575
Hyundai Grand i10 CRDi Magna,8.776928244599251
Volkswagen Polo 1.2 MPI Comfortline,2.913822004505862
Audi A4 3.0 TDI Quattro,3.4272832315813204
Honda Brio E MT,3.5728274632120596
Mercedes-Benz E-Class E400 Cabriolet,6.078335895049888
Honda City 1.5 S MT,3.3692140696982857
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,5.975931601058934
Tata New Safari EX 4x2,3.964504621298821
Hyundai Santro Xing XL,6.934871256070098
Honda City i DTEC VX,13.331515076309344
Nissan Sunny 2011-2014 Diesel XL,3.9928326655715436
BMW 3 Series 320d Luxury Line,9.248727049227213
Maruti Swift Dzire VXI,10.107794559078012
Maruti Baleno LXI,4.164302351972681
Hyundai Grand i10 1.2 CRDi Sportz Option,9.987535924267881
Audi A4 2.0 TDI,5.032237291977629
Maruti Wagon R LXI CNG,2.553594111326047
Toyota Etios Cross 1.4L VD,9.370023150720932
Tata Indigo eCS eLX BS IV,3.066388045554335
Hyundai Creta 1.6 VTVT S,2.460851720983279
Toyota Fortuner 4x2 4 Speed AT,2.535690447897032
Jeep Compass 2.0 Limited Option 4X4,5.225840789601612
Toyota Etios Liva V,3.8634582213292603
Toyota Innova 2.5 V Diesel 7-seater,9.167157498908185
Maruti Wagon R VXI 1.2,9.102155772078309
Volkswagen Vento Petrol Highline,5.612294883923494
Honda City ZX EXi,5.710852441313671
Mitsubishi Pajero Sport 4X4,6.878459999146999
Mercedes-Benz New C-Class 220 CDI AT,2.130091942854493
Maruti Wagon R VXI BS IV,11.364087751531596
Chevrolet Beat LT,3.5898556707578084
Mitsubishi Pajero Sport 4X4,3.6508422564491427
BMW 5 Series 525d Sedan,5.9536195988026
Hyundai Grand i10 AT Asta,11.088746858910397
Maruti Swift Dzire VDI,7.392313888502291
Maruti Baleno Zeta 1.2,2.339387354472482
BMW X1 sDrive 20d Sportline,6.096626835435614
Maruti Ciaz 1.4 Zeta,3.4978225355637136
Land Rover Discovery Sport TD4 HSE 7S,5.636226993824532
Mercedes-Benz CLA 200 Sport Edition,5.383111410930245
Honda Amaze S i-Vtech,3.095880062232575
Hyundai Elantra CRDi SX AT,4.4147665938706915
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,8.28805361686085
Hyundai Accent GLE 1,2.475875502585441
Hyundai i20 Sportz 1.4 CRDi,7.76045450051599
Toyota Innova 2.5 G4 Diesel 8-seater,5.231036902446725
BMW 5 Series 520d Luxury Line,7.112105013373939
Honda Brio S MT,8.04450992661042
Volkswagen Ameo 1.2 MPI Comfortline,5.8473686961431435
Maruti Vitara Brezza ZDi Plus Dual Tone,5.831706022300942
Mercedes-Benz E-Class 2009-2013 E350 Petrol,10.914436687041942
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,7.755512932152917
Volkswagen Polo 1.5 TDI Highline,5.966769305101939
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,3.3696787326174076
Ford Endeavour XLT TDCi 4X2,4.592758595354102
Hyundai i20 1.4 CRDi Magna,10.186818938654575
Volkswagen Vento 1.5 TDI Comfortline,6.093520417497813
Hyundai i20 Sportz Diesel,7.359079614094875
Renault KWID RXL,3.990010059441138
Maruti Wagon R CNG LXI,4.204629549345218
Hyundai Grand i10 AT Asta,6.847128054436616
Hyundai Santa Fe 4x4 AT,3.379508434900364
Jaguar XF 2.2 Litre Luxury,6.319691702959772
Toyota Camry Hybrid,2.2028399726592314
Chevrolet Sail LT ABS,3.4656106257623627
Hyundai Santro Xing XL eRLX Euro III,13.244150140542704
Honda Jazz 1.2 V CVT i VTEC,5.049157312033194
Maruti Wagon R VXI,5.163701700960385
Maruti Ritz ZDi,5.47931607995124
Maruti Alto 800 2016-2019 CNG LXI,3.58271392941169
Skoda Laura 1.8 TSI Ambiente,7.734540777827674
Volkswagen Vento Diesel Trendline,11.98799263193306
Maruti Zen Estilo LXI Green (CNG),3.496417828562321
Hyundai i10 Sportz,3.4558803929963196
BMW X5 xDrive 30d,4.470928691514204
Mercedes-Benz SLC 43 AMG,8.812129637111724
Audi Q7 35 TDI Quattro Technology,6.154269050813736
Honda City i VTEC CVT VX,6.895157343190907
Audi A4 35 TDI Premium Plus,5.690145492904856
Maruti Ertiga VDI,6.678078311384984
Volvo XC60 D5,9.66088600350006
BMW X6 xDrive 40d M Sport,6.512337271869818
Hyundai i20 Asta,10.0176913780011
Ford Endeavour 3.2 Titanium AT 4X4,6.0532718939197006
Nissan Micra XV CVT,8.320533374414286
Hyundai EON Era Plus,8.608300237363618
Fiat Punto 1.3 Emotion,5.4515838115351345
Renault KWID RXT,10.73782598900932
Mahindra XUV500 W8 4WD,3.783079551655705
Maruti Wagon R VXI,8.196494784816721
Audi Q3 2.0 TDI,6.678958552800286
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,5.679369313866714
Maruti Celerio CNG VXI MT,3.950290919259288
Volkswagen Polo Diesel Highline 1.2L,2.9953454016433936
Toyota Innova 2.5 V Diesel 7-seater,9.008228271873104
Hyundai Santro Xing GLS LPG,9.612022584942775
BMW 5 Series 523i Sedan,5.067792686986222
Maruti Swift VDI BSIV,8.635523893048301
Tata Tiago 1.2 Revotron XZ,3.3535203769855215
Honda Civic 2010-2013 1.8 V MT,2.631213477292273
Toyota Fortuner 2.8 2WD AT,9.788683727277864
Volkswagen Polo 1.2 MPI Comfortline,13.888631383079279
BMW 5 Series 2013-2017 530d M Sport,9.88654664741717
Toyota Innova Crysta 2.8 GX AT 8S,8.695117657364971
Toyota Fortuner 2.8 2WD AT,4.535597496303007
Maruti Estilo LXI,7.326834696172429
Tata Bolt Quadrajet XE,8.258513431020944
Hyundai Creta 1.6 SX Plus Diesel,11.315265536585471
Maruti Ciaz ZDi Plus SHVS,5.6390724400422565
Ford Ikon 1.3 Flair,2.9280927517156705
Maruti Swift Dzire VXI,3.855327240460591
Chevrolet Optra 1.6 LS,5.935302033737658
Toyota Corolla Altis G,7.814516444198941
Hyundai i10 Sportz,5.551445440776241
Audi A6 2011-2015 2.0 TDI Premium Plus,9.993870142129094
Mercedes-Benz B Class B200 CDI,6.020915706076415
Hyundai Accent GLE,3.144630895727438
Hyundai Creta 1.6 CRDi AT SX Plus,8.241460395539313
Mahindra Ssangyong Rexton RX5,8.057748755279373
Maruti Alto K10 2010-2014 VXI,3.6688360693033957
Volkswagen Vento Diesel Highline,11.414777337741274
Hyundai EON D Lite Plus,3.5534006416938957
Maruti SX4 Vxi BSIII,12.921503258554434
Hyundai i20 1.4 Sportz,2.310910651557792
Volkswagen Polo Diesel Comfortline 1.2L,2.7537850200748646
Mercedes-Benz CLA 200 CDI Sport,13.822176653811535
Mercedes-Benz New C-Class 220 CDI AT,4.529794831156647
Toyota Innova Crysta 2.8 GX AT,6.621387571365431
Toyota Etios Liva GD,3.9956457914382995
Honda City 1.5 EXI,4.545282796910675
Maruti Ciaz VXi Plus,11.040366803317834
Maruti Wagon R VXI,2.905902588670707
Toyota Qualis Fleet A3,7.759262125070925
Maruti SX4 Vxi BSIII,12.94818053795328
Chevrolet Cruze LTZ AT,8.105021367436954
Ford EcoSport 1.5 Ti VCT AT Titanium,5.926801656653274
Chevrolet Enjoy 1.3 TCDi LS 8,3.7388488319410245
Mahindra XUV500 W10 2WD,1.5547642371962644
Maruti Wagon R VXI 1.2,2.5004053529170713
Chevrolet Beat Diesel LS,7.7857713669937825
Jeep Compass 2.0 Longitude,5.499987609884287
Skoda Octavia Elegance 1.8 TSI AT,8.64057161300368
Ford Endeavour 3.2 Trend AT 4X4,8.703844561086449
Maruti Wagon R LXI CNG,3.1939496922348267
Maruti Alto K10 VXI,8.115035482378183
Maruti Swift VDI,9.111258816210029
Maruti Wagon R LXI CNG,2.4891394035409604
Honda Jazz V,11.084109465704568
Honda City i DTEC VX Option,4.106121912328981
Maruti Alto K10 VXI,3.014058513629066
Honda Jazz 1.5 SV i DTEC,4.084799809851988
Mahindra Verito 1.5 D6 BSIV,5.85065646374511
Mercedes-Benz CLA 200 CDI Sport,8.824069497903036
Volkswagen Passat Diesel Highline 2.0 TDI,11.596675441885285
Hyundai EON Magna Plus,10.322477817171443
Maruti Wagon R LXI DUO BSIII,5.4549223237328475
Volvo XC60 D5,4.856748261124663
Hyundai EON Era Plus,2.1518409720179332
Maruti Swift VXI BSIV,4.150691327193373
Ford EcoSport 1.5 Ti VCT AT Titanium,9.25854615648148
Maruti Ritz VDi,6.710891009481437
Honda Amaze VX i-DTEC,3.3224998378071637
Tata Bolt Quadrajet XE,5.483050316147151
Volkswagen Vento 1.5 TDI Comfortline AT,4.1933152305382215
Maruti Swift VDI BSIV W ABS,2.857656091881882
Maruti Ciaz AT ZXi,3.4779875770991446
Ford Ecosport 1.5 Ti VCT MT Titanium,6.41772460367326
Maruti Swift Dzire VDI,5.419360557063774
Renault KWID Climber 1.0 AMT,2.893750567484995
Tata Bolt Quadrajet XE,9.375903462379757
Renault Duster 85PS Diesel RxE,3.350534374205382
Maruti Ignis 1.2 Delta,2.2869426118733696
BMW X6 xDrive30d,2.667275817046029
Mercedes-Benz CLA 200 Sport Edition,6.082866183773411
Tata Indica GLS BS IV,5.473984809568159
Honda Civic 2010-2013 1.8 V MT,9.789165417040387
Tata Tiago 1.2 Revotron XZ,3.576087974974306
Volkswagen Polo 1.5 TDI Highline,6.021959243618048
Maruti Wagon R VXI,7.385503802819321
Audi Q7 3.0 TDI Quattro Technology,1.5373198718138692
Maruti Swift VDI,7.496671663755124
Audi A4 1.8 TFSI Technology Edition,4.1092393088560115
Mahindra Ssangyong Rexton RX7,6.410510747969493
Volkswagen Passat Diesel Highline 2.0 TDI,5.806417979480093
Ford Figo Diesel Titanium,6.680124236602894
Ford Endeavour 2.5L 4X2 MT,10.323539972469408
Toyota Corolla Executive (HE),2.4798463837374123
Tata Indica Vista Quadrajet VX,10.431861371554774
Honda Jazz Select Edition,5.088764448741911
Hyundai Verna Transform SX VTVT,8.256791128807308
BMW 5 Series 2013-2017 520d Luxury Line,9.196059592686016
BMW X5 3.0d,2.46067912749582
Toyota Etios VD,10.150475715527957
Hyundai i20 1.2 Sportz,8.318730372541168
Maruti Swift ZDi,12.153074430870788
Honda City i-VTEC VX,7.072441459017745
Audi Q3 2.0 TDI,8.61135290428464
Mercedes-Benz GLE 250d,6.057883647592269
Chevrolet Sail LT ABS,5.390293090680545
Hyundai i20 Asta Option 1.2,3.337006636278854
Ford Ecosport 1.5 DV5 MT Titanium,6.1289295280088085
Audi A4 2.0 TDI 177 Bhp Premium Plus,2.9811991039701233
Tata Indigo CS Emax CNG GLX,10.526525629926379
Maruti Celerio VXI AT,3.4647007796420937
Hyundai i20 1.2 Sportz,4.431877795235101
Maruti Ertiga SHVS ZDI Plus,2.7468901337496705
BMW 3 Series 320d,4.144776515519845
Toyota Innova 2.5 G4 Diesel 8-seater,5.798064233091275
Maruti Vitara Brezza ZDi Plus,12.450958092688847
Audi A6 2.8 FSI,3.434627022622861
Maruti Wagon R LXI LPG BSIV,5.41399443464275
Volkswagen Polo Petrol Highline 1.2L,3.502628262482901
Maruti Alto K10 VXI,3.5987856938010117
Maruti Ciaz ZDi Plus,6.445886573218691
Volkswagen Ameo 1.2 MPI Highline,4.436510982772446
Jaguar XF 3.0 Litre S Premium Luxury,2.3705006360933867
Maruti Swift VXI BSIV,3.3582961371655444
Hyundai Elantra CRDi SX,4.365952407673339
Toyota Innova 2.5 V Diesel 7-seater,3.516915586352349
Nissan Micra Active XV,2.209977668876908
Hyundai i20 Sportz AT 1.4,4.027863098338064
Toyota Innova Crysta 2.4 VX MT,3.8110354219800024
Ford EcoSport 1.5 TDCi Titanium,11.774590612500084
Toyota Etios GD,7.422206535859061
Maruti Eeco 7 Seater Standard,3.2402375966947594
Hyundai Verna 1.6 SX VTVT (O) AT,10.348062342089051
Volkswagen Ameo 1.5 TDI Highline,6.291468852128987
Volkswagen Vento 1.6 Comfortline,5.520877992767096
Hyundai Elantra CRDi SX,6.887952855271999
Skoda Laura Ambition 2.0 TDI CR AT,8.684189609923674
